"Playlist URL","https://www.youtube.com/playlist?list=PLDKhPq_cLoCQ"
"Playlist title","ALL"
"Playlist author","Tony Noga"
"Videos","1386"

"Video ID","Title","Channel","Added At","Published At","Duration","Thumbnail URL"
"fz47yI2VDAE","Adelina Correj • Mendo mire e mos u ngut","Mario Marku Production - Topic","2026-09-23","2024-08-27","3:25","https://i.ytimg.com/vi/fz47yI2VDAE/hqdefault.jpg"
"eTBD6iiv2ZU","Malli","Ermenita - Topic","2026-09-23","2026-01-09","3:03","https://i.ytimg.com/vi/eTBD6iiv2ZU/hqdefault.jpg"
"Y5KsZLNqTbg","Tell Me","Mike Drozdov - Topic","2026-09-23","2025-04-06","4:45","https://i.ytimg.com/vi/Y5KsZLNqTbg/hqdefault.jpg"
"sDBknU0xcjk","Bee Happy (Radio Mix)","VetLove - Topic","2026-09-23","2025-10-05","3:58","https://i.ytimg.com/vi/sDBknU0xcjk/hqdefault.jpg"
"PBOBeXhH0NI","Travel Emotions - Hidden Dreams (VetLove Radio Mix)","Mike Drozdov Music ","2026-09-23","2026-03-20","3:11","https://i.ytimg.com/vi/PBOBeXhH0NI/hqdefault.jpg"
"O5-KA95OfQ0","Better for You (Ivan Summer Remix)","Deepsan - Topic","2026-09-23","2023-02-10","5:42","https://i.ytimg.com/vi/O5-KA95OfQ0/hqdefault.jpg"
"YU-wYosn0O0","Voglio ballare con te","Baby K - Topic","2026-09-23","2018-11-14","2:44","https://i.ytimg.com/vi/YU-wYosn0O0/hqdefault.jpg"
"RxUZLmN5RsY","TiK ToK","Kesha - Topic","2026-09-23","2017-02-19","3:20","https://i.ytimg.com/vi/RxUZLmN5RsY/hqdefault.jpg"
"C-jAPrdc3PI","Hot N Cold","Katy Perry - Topic","2026-09-23","2017-02-10","3:44","https://i.ytimg.com/vi/C-jAPrdc3PI/hqdefault.jpg"
"dcBw2GxWZJo","Caliente (Radio Edit)","Jay Santos - Topic","2026-09-23","2018-03-12","3:23","https://i.ytimg.com/vi/dcBw2GxWZJo/hqdefault.jpg"
"0C6AhOJkeyk","Lil' Homies","2Pac - Topic","2026-09-23","2018-11-25","3:44","https://i.ytimg.com/vi/0C6AhOJkeyk/hqdefault.jpg"
"JLb3xFyfuKI","Dai Dai","Shakira - Topic","2026-09-23","2026-06-26","3:44","https://i.ytimg.com/vi/JLb3xFyfuKI/hqdefault.jpg"
"htCYhuDQfWw","You Time","Scotty McCreery - Topic","2026-09-23","2021-09-16","3:13","https://i.ytimg.com/vi/htCYhuDQfWw/hqdefault.jpg"
"QO-BnAvLu1s","It Matters To Her","Scotty McCreery - Topic","2026-09-23","2021-09-16","2:52","https://i.ytimg.com/vi/QO-BnAvLu1s/hqdefault.jpg"
"U1sg1z0-VWo","Let That Pony Run","Pam Tillis - Topic","2026-09-23","2015-09-23","3:31","https://i.ytimg.com/vi/U1sg1z0-VWo/hqdefault.jpg"
"hJscQ69gb5g","Jack & Jill Daniel's","Emily Ann Roberts - Topic","2026-09-23","2025-09-04","2:44","https://i.ytimg.com/vi/hJscQ69gb5g/hqdefault.jpg"
"3hPnTW4PCL8","Santa, Can’t You Hear Me (Live)","Kelly Clarkson - Topic","2026-09-23","2022-12-01","3:46","https://i.ytimg.com/vi/3hPnTW4PCL8/hqdefault.jpg"
"7F2ee1bxOo0","X5","Gjiko - Topic","2026-09-23","2026-08-04","3:32","https://i.ytimg.com/vi/7F2ee1bxOo0/hqdefault.jpg"
"oJvmZXeKlwI","DIRTYTALK","Kean Dysso - Topic","2026-09-23","2026-06-11","2:18","https://i.ytimg.com/vi/oJvmZXeKlwI/hqdefault.jpg"
"O3XkKP1WEUI","Two Sparrows In A Hurricane","Tanya Tucker - Topic","2026-09-23","2017-02-19","4:11","https://i.ytimg.com/vi/O3XkKP1WEUI/hqdefault.jpg"
"2DnmwFYOk2w","Ekstazi","LRC - Topic","2026-09-23","2025-12-16","4:07","https://i.ytimg.com/vi/2DnmwFYOk2w/hqdefault.jpg"
"yTEJWRY-jXU","NRG BAND - Pa ty so ka rrihet (Official Video)","NRG BAND","2026-09-23","2013-06-28","4:34","https://i.ytimg.com/vi/yTEJWRY-jXU/hqdefault.jpg"
"pMPLnJKwiG4","Chervena tochka","Preslava - Topic","2026-09-23","2026-04-17","3:43","https://i.ytimg.com/vi/pMPLnJKwiG4/hqdefault.jpg"
"Za8VIDJlLf0","Пиши го неуспешно","Preslava - Topic","2026-09-23","2026-03-31","3:29","https://i.ytimg.com/vi/Za8VIDJlLf0/hqdefault.jpg"
"It8XRWZRxl4","Zle razpredeleni","Preslava - Topic","2026-09-23","2026-04-17","3:40","https://i.ytimg.com/vi/It8XRWZRxl4/hqdefault.jpg"
"KNout7flIjE","V tvoeto leglo","Preslava - Topic","2026-09-23","2026-05-30","3:39","https://i.ytimg.com/vi/KNout7flIjE/hqdefault.jpg"
"4z1fYeJflTI","Mi Chico","DJ Goja - Topic","2026-09-23","2026-04-03","1:58","https://i.ytimg.com/vi/4z1fYeJflTI/hqdefault.jpg"
"pIJcpMCKBDE","Моето слабо място","Preslava - Topic","2026-09-23","2026-04-14","3:24","https://i.ytimg.com/vi/pIJcpMCKBDE/hqdefault.jpg"
"qyA2UguIWVs","PER DASHNI","Donjeta Morina - Topic","2026-09-23","2024-04-23","3:48","https://i.ytimg.com/vi/qyA2UguIWVs/hqdefault.jpg"
"AKiGKvXuQ-g","Change","Solo - Topic","2026-09-23","2015-10-24","3:46","https://i.ytimg.com/vi/AKiGKvXuQ-g/hqdefault.jpg"
"RRjxcx8zkdE","Jesus Is Alive (House of Tea Remix)","Shai Linne - Topic","2026-09-23","2018-12-14","4:21","https://i.ytimg.com/vi/RRjxcx8zkdE/hqdefault.jpg"
"1Ri0YffHzGE","Choose You (Marcus Dielen Remix) [Official Audio] - Sam Smyers, Midnight Purple, Sonika Vaid","Sam Smyers","2026-09-23","2024-12-15","2:45","https://i.ytimg.com/vi/1Ri0YffHzGE/hqdefault.jpg"
"6NYp_il0Qzc","IV His Son ""What am I To Do"" feat. Jovan Mackenzy (Official Music Video)","ImKingGinger","2026-09-23","2012-02-16","4:36","https://i.ytimg.com/vi/6NYp_il0Qzc/hqdefault.jpg"
"-J4bB1H3kto","Turn the Lights Off","DJ Quba - Topic","2026-09-23","2026-02-26","3:17","https://i.ytimg.com/vi/-J4bB1H3kto/hqdefault.jpg"
"36vdfgdIQb4","Look At Me","Pete Bellis & Tommy - Topic","2026-09-23","2025-12-22","5:58","https://i.ytimg.com/vi/36vdfgdIQb4/hqdefault.jpg"
"yKYAFO2GnRs","Summer night","RKO prods - Topic","2026-09-23","2026-04-10","4:18","https://i.ytimg.com/vi/yKYAFO2GnRs/hqdefault.jpg"
"A9vvp2kJDiI","Papa Tin - At Night | Deep House, Vocal House | Official Video","Papa Tin","2026-09-23","2026-04-24","4:05","https://i.ytimg.com/vi/A9vvp2kJDiI/hqdefault.jpg"
"Oaj_LOmV-x0","Out of Game","Patrick Podage - Topic","2026-09-23","2024-07-04","3:33","https://i.ytimg.com/vi/Oaj_LOmV-x0/hqdefault.jpg"
"4SPCaqDmL4Y","You're Love","Marcus Dielen - Topic","2026-09-23","2024-01-04","4:23","https://i.ytimg.com/vi/4SPCaqDmL4Y/hqdefault.jpg"
"p926ntlNpcs","You're My Heart, You're My Soul","Marcus Dielen - Topic","2026-09-23","2026-02-20","2:29","https://i.ytimg.com/vi/p926ntlNpcs/hqdefault.jpg"
"lt4XikmvS98","Sadeness, Pt. I","Marcus Dielen - Topic","2026-09-23","2026-05-07","3:20","https://i.ytimg.com/vi/lt4XikmvS98/hqdefault.jpg"
"G9S1Rx6D7Vs","GDH - Be My Girl Tonight [DEEP HOUSE]","GANGSTER DEEP HOUSE","2026-09-23","2026-03-27","3:28","https://i.ytimg.com/vi/G9S1Rx6D7Vs/hqdefault.jpg"
"c2Iti1vqHV8","Love Me","Marcus Dielen - Topic","2026-09-23","2024-04-19","4:39","https://i.ytimg.com/vi/c2Iti1vqHV8/hqdefault.jpg"
"92-pt5XCAMo","Something Beautiful / Summer & You (Deep House / Melodic / Tropical Lounge) - Monika XYZ","Monika XYZ","2026-09-23","2026-04-19","4:03","https://i.ytimg.com/vi/92-pt5XCAMo/hqdefault.jpg"
"TTdtsyJWRro","Romance","Nando Fortunato - Topic","2026-09-23","2021-10-06","6:25","https://i.ytimg.com/vi/TTdtsyJWRro/hqdefault.jpg"
"uCb5Aq8D7Qo","Lonely (The Distance Remix)","Cut Off - Topic","2026-09-23","2024-03-08","4:13","https://i.ytimg.com/vi/uCb5Aq8D7Qo/hqdefault.jpg"
"a-_Au27rFCg","With Me","Asadov - Topic","2026-09-23","2026-01-09","3:47","https://i.ytimg.com/vi/a-_Au27rFCg/hqdefault.jpg"
"3T9WwI9ocmw","BLACK MAMBA","Alek Human - Topic","2026-09-23","2026-04-05","4:14","https://i.ytimg.com/vi/3T9WwI9ocmw/hqdefault.jpg"
"2q5ITnPGme8","Don’t Let Go (Marcus Dielen Remux)","Hiss Band - Topic","2026-09-23","2025-11-27","3:50","https://i.ytimg.com/vi/2q5ITnPGme8/hqdefault.jpg"
"kckHSj1Z-48","My Heart","Marcus Dielen - Topic","2026-09-23","2025-04-10","2:54","https://i.ytimg.com/vi/kckHSj1Z-48/hqdefault.jpg"
"7PRF-NAhiiY","Baby I Can't Wait","Costa Mee - Topic","2026-09-23","2022-11-02","5:30","https://i.ytimg.com/vi/7PRF-NAhiiY/hqdefault.jpg"
"PSNbht_A798","Lost in Your Eyes (Deepsan Remix)","Umut Torun - Topic","2026-09-23","2025-10-02","4:36","https://i.ytimg.com/vi/PSNbht_A798/hqdefault.jpg"
"ZSwxgSksEs0","Choose You (Marcus Dielen Remix) [Official Extended Mix] - Sam Smyers, Midnight Purple, Sonika Vaid","Sam Smyers","2026-09-23","2024-12-15","4:32","https://i.ytimg.com/vi/ZSwxgSksEs0/hqdefault.jpg"
"8YBC_516r6s","Help Me Out","Nando Fortunato - Topic","2026-09-23","2025-11-04","6:22","https://i.ytimg.com/vi/8YBC_516r6s/hqdefault.jpg"
"gwLYmgR147Y","Wicked Game (feat. Camishe) (The Distance & Igi Remix)","Max Oazo - Topic","2026-09-23","2018-09-12","4:30","https://i.ytimg.com/vi/gwLYmgR147Y/hqdefault.jpg"
"uYBlq4F5VDQ","Let Love Live (VetLove & Mike Drozdov Remix)","Bryan Milton - Topic","2026-09-23","2021-11-08","5:12","https://i.ytimg.com/vi/uYBlq4F5VDQ/hqdefault.jpg"
"cViZF1YekCY","Searching (VetLove & Mike Drozdov Remix)","DJ Artak - Topic","2026-09-23","2021-11-06","6:32","https://i.ytimg.com/vi/cViZF1YekCY/hqdefault.jpg"
"BpLmYMYhXw8","Frozen Tears (VetLove & Mike Drozdov Remix)","DJ Artak - Topic","2026-09-23","2021-11-06","5:58","https://i.ytimg.com/vi/BpLmYMYhXw8/hqdefault.jpg"
"F3uw6F-5KlU","Trials & Tribulations","Ace Hood - Topic","2026-09-23","2018-07-28","3:09","https://i.ytimg.com/vi/F3uw6F-5KlU/hqdefault.jpg"
"c2EqjfuZ7Ig","That Mode","Ace Hood - Topic","2026-09-23","2025-06-12","2:17","https://i.ytimg.com/vi/c2EqjfuZ7Ig/hqdefault.jpg"
"dcNRfayHoyU","Go N' Get It (Album Version (Explicit))","Ace Hood - Topic","2026-09-23","2018-07-30","3:57","https://i.ytimg.com/vi/dcNRfayHoyU/hqdefault.jpg"
"jIJtuA3oi94","A Hustlers Prayer","Ace Hood - Topic","2026-09-23","2017-11-19","3:16","https://i.ytimg.com/vi/jIJtuA3oi94/hqdefault.jpg"
"bgAGXX2lSTs","Kush","Ace Hood - Topic","2026-09-23","2017-11-20","4:10","https://i.ytimg.com/vi/bgAGXX2lSTs/hqdefault.jpg"
"jpxnlFXGv_E","You & Me (Vintage Culture Remix)","Max Styler - Topic","2026-09-23","2025-12-11","3:55","https://i.ytimg.com/vi/jpxnlFXGv_E/hqdefault.jpg"
"408fUd2fApg","S'dua T'jem E Tjetër Kujt","Genta Ismajli - Topic","2026-09-23","2025-06-05","3:40","https://i.ytimg.com/vi/408fUd2fApg/hqdefault.jpg"
"qZrIeAeh2EI","Guximi (feat. DJ Dalool)","Genta Ismajli - Topic","2026-09-23","2025-04-09","3:52","https://i.ytimg.com/vi/qZrIeAeh2EI/hqdefault.jpg"
"SF8YkOfjJQc","Per Ty Jam E Vdekur","Genta Ismajli - Topic","2026-09-23","2025-04-08","4:21","https://i.ytimg.com/vi/SF8YkOfjJQc/hqdefault.jpg"
"r734VaarfSE","Nuk Harrohet","Genta Ismajli - Topic","2026-09-23","2025-04-08","3:58","https://i.ytimg.com/vi/r734VaarfSE/hqdefault.jpg"
"VFtWN7STNgk","Nje Lutje","Genta Ismajli - Topic","2026-09-23","2025-04-09","3:31","https://i.ytimg.com/vi/VFtWN7STNgk/hqdefault.jpg"
"WnWPg6PtCKI","Une Te Dua","Genta Ismajli - Topic","2026-09-23","2025-06-05","3:54","https://i.ytimg.com/vi/WnWPg6PtCKI/hqdefault.jpg"
"0uvy0_rNiAQ","Kthehu","Genta Ismajli - Topic","2026-09-23","2025-06-05","3:27","https://i.ytimg.com/vi/0uvy0_rNiAQ/hqdefault.jpg"
"ifsadaN7v_s","Pse Të Dua Ty","Genta Ismajli - Topic","2026-09-23","2025-06-06","4:11","https://i.ytimg.com/vi/ifsadaN7v_s/hqdefault.jpg"
"mclFmGh2W4A","Dridhem","Genta Ismajli - Topic","2026-09-23","2025-06-05","3:34","https://i.ytimg.com/vi/mclFmGh2W4A/hqdefault.jpg"
"JYJ2xVGipO4","Dy Dashni","Genta Ismajli - Topic","2026-09-23","2025-04-08","3:28","https://i.ytimg.com/vi/JYJ2xVGipO4/hqdefault.jpg"
"TnbPh-cm0O0","Isla Bonita (Original Mix)","Dj Dark - Topic","2026-09-23","2020-02-25","3:01","https://i.ytimg.com/vi/TnbPh-cm0O0/hqdefault.jpg"
"Cr_w8dyJbuo","My Heart Will Go On","LABACK - Topic","2026-09-23","2025-05-12","3:09","https://i.ytimg.com/vi/Cr_w8dyJbuo/hqdefault.jpg"
"b1D0RhNrK1U","Don't Let Me Go (Gon Haziri Remix)","Kanita - Topic","2026-09-23","2021-03-31","4:29","https://i.ytimg.com/vi/b1D0RhNrK1U/hqdefault.jpg"
"1kDFzyVGT78","S'jemi Ne (Iulian Florea Remix)","Kanita - Topic","2026-09-23","2020-06-04","3:21","https://i.ytimg.com/vi/1kDFzyVGT78/hqdefault.jpg"
"Jo32DZmI9dA","Milano","Finem - Topic","2026-09-23","2023-07-29","2:40","https://i.ytimg.com/vi/Jo32DZmI9dA/hqdefault.jpg"
"aUajNfZwkjY","(When You Gonna) Give It Up to Me [Radio Version]","Sean Paul - Topic","2026-09-23","2017-04-23","4:04","https://i.ytimg.com/vi/aUajNfZwkjY/hqdefault.jpg"
"Yadj4beoLKU","Move Ya Body","Nina Sky - Topic","2026-09-23","2018-09-16","3:52","https://i.ytimg.com/vi/Yadj4beoLKU/hqdefault.jpg"
"eGHI3UJ_qZQ","Boombastic","Shaggy - Topic","2026-09-23","2025-10-23","2:03","https://i.ytimg.com/vi/eGHI3UJ_qZQ/hqdefault.jpg"
"8pCof_57WVI","Turn Me On","kevin lyttle - Topic","2026-09-23","2017-07-25","3:13","https://i.ytimg.com/vi/8pCof_57WVI/hqdefault.jpg"
"cbGEOU2VnsE","Pak e sak","Olsi Bylyku - Topic","2026-09-23","2026-04-25","2:34","https://i.ytimg.com/vi/cbGEOU2VnsE/hqdefault.jpg"
"tMIhjDeHiv4","Bez chuvstva","Emanuela - Topic","2026-09-23","2026-04-08","3:16","https://i.ytimg.com/vi/tMIhjDeHiv4/hqdefault.jpg"
"K6zobpUX47s","Çika e Shpis","Fatmira Breçani - Topic","2026-09-23","2026-03-13","2:34","https://i.ytimg.com/vi/K6zobpUX47s/hqdefault.jpg"
"4YyMregPCSM","M'fal","Don Xhoni - Topic","2026-09-23","2025-04-30","2:28","https://i.ytimg.com/vi/4YyMregPCSM/hqdefault.jpg"
"_rtXlzIylLE","Gold AG ft. Fatmira Breçani - Oj dashni","Gold AG","2026-09-23","2022-07-16","2:51","https://i.ytimg.com/vi/_rtXlzIylLE/hqdefault.jpg"
"41D62rJkXAU","Ça tha","Don Xhoni - Topic","2026-09-23","2025-07-16","2:16","https://i.ytimg.com/vi/41D62rJkXAU/hqdefault.jpg"
"kpU42c5MzSU","Hajde Marshalla | MiriBeatz","MiriBeatz - Topic","2026-09-23","2026-04-28","2:06","https://i.ytimg.com/vi/kpU42c5MzSU/hqdefault.jpg"
"aTA13mBnKwg","Badabum","INVIKTA - Topic","2026-09-23","2026-03-30","2:33","https://i.ytimg.com/vi/aTA13mBnKwg/hqdefault.jpg"
"6_jEmwwkrwg","Feel Of The Night","Borey - Topic","2026-09-23","2026-04-30","3:02","https://i.ytimg.com/vi/6_jEmwwkrwg/hqdefault.jpg"
"dvLZQasCuKs","Ma don zemra","Irkenc Hyka - Topic","2026-09-23","2022-11-12","3:01","https://i.ytimg.com/vi/dvLZQasCuKs/hqdefault.jpg"
"64K6vMtS8kc","Gold AG ft. Albina Kelmendi - Sa per mu","Gold AG","2026-09-23","2023-10-05","4:06","https://i.ytimg.com/vi/64K6vMtS8kc/hqdefault.jpg"
"4l6rkl_aTV0","YOU WILL NEVER MAKE IT… really? watch me NOW! 😏🔥","dj_Gabi","2026-09-23","2026-04-14","1:04","https://i.ytimg.com/vi/4l6rkl_aTV0/hqdefault.jpg"
"8_lS7Cdaa8A","King Jesus (Live)","Jesus Culture - Topic","2026-09-23","2023-07-20","6:06","https://i.ytimg.com/vi/8_lS7Cdaa8A/hqdefault.jpg"
"1-ujw4-0Wck","Citta","Furkan Soysal - Topic","2026-09-23","2025-02-25","3:21","https://i.ytimg.com/vi/1-ujw4-0Wck/hqdefault.jpg"
"1dIvaiAusU0","Princ1 - E Kam Dit (Official Video 4k)","Princ1 Music","2026-09-23","2023-07-14","3:04","https://i.ytimg.com/vi/1dIvaiAusU0/hqdefault.jpg"
"cPXE2U_ki4A","E Kam Pa","Princ1 - Topic","2026-09-23","2025-01-19","3:03","https://i.ytimg.com/vi/cPXE2U_ki4A/hqdefault.jpg"
"gAejlOYJyXE","Livin' On Love","Alan Jackson - Topic","2026-09-23","2015-08-12","3:50","https://i.ytimg.com/vi/gAejlOYJyXE/hqdefault.jpg"
"npEGrqZFmb8","God Gave Me You","Blake Shelton - Topic","2026-09-23","2017-01-25","3:50","https://i.ytimg.com/vi/npEGrqZFmb8/hqdefault.jpg"
"xK_A29685FA","Doin' What She Likes","Blake Shelton - Topic","2026-09-23","2014-11-08","3:43","https://i.ytimg.com/vi/xK_A29685FA/hqdefault.jpg"
"29K1lB5ykgI","Sure Be Cool If You Did","Blake Shelton - Topic","2026-09-23","2014-11-09","3:36","https://i.ytimg.com/vi/29K1lB5ykgI/hqdefault.jpg"
"1Ii28yN9na8","Living Water","Anne Wilson - Topic","2026-09-23","2023-04-20","3:12","https://i.ytimg.com/vi/1Ii28yN9na8/hqdefault.jpg"
"Oruno-mxH1c","Strong","Anne Wilson - Topic","2026-09-23","2024-04-18","3:25","https://i.ytimg.com/vi/Oruno-mxH1c/hqdefault.jpg"
"hYkmbHrXAwI","Elizabeta Marku - Vajze e bukur (Official Video HD)","FenixStudioOfficial","2026-09-23","2016-06-10","3:27","https://i.ytimg.com/vi/hYkmbHrXAwI/hqdefault.jpg"
"Kk9LS1oIEQ8","Зараза","Sofi Marinova - Topic","2026-09-23","2024-04-22","4:08","https://i.ytimg.com/vi/Kk9LS1oIEQ8/hqdefault.jpg"
"AFiIVZxHQ0o","Tryabvash mi","Preslava - Topic","2026-09-23","2026-04-17","3:17","https://i.ytimg.com/vi/AFiIVZxHQ0o/hqdefault.jpg"
"AhOsCLluorc","Pranoje","Genta Ismajli - Topic","2026-09-23","2025-06-05","4:05","https://i.ytimg.com/vi/AhOsCLluorc/hqdefault.jpg"
"oJPIEjaMevQ","Niagara","Simon - Topic","2026-09-23","2026-03-26","3:17","https://i.ytimg.com/vi/oJPIEjaMevQ/hqdefault.jpg"
"esPhd4PzUP0","ZEMRA JEME","Melinda Ademi - Topic","2026-09-23","2025-07-24","2:19","https://i.ytimg.com/vi/esPhd4PzUP0/hqdefault.jpg"
"phOmZREefIU","Byagay","Preslava - Topic","2026-09-23","2026-04-07","3:56","https://i.ytimg.com/vi/phOmZREefIU/hqdefault.jpg"
"SzFq1BI7Cw8","Anxhela Peristeri - Ishe mbret (Official Audio 2004)","Anxhela Peristeri","2026-09-23","2023-05-31","3:52","https://i.ytimg.com/vi/SzFq1BI7Cw8/hqdefault.jpg"
"RkiioDlZpPY","Malakas (Extended Mix)","Sotiris Gidopoulos - Topic","2026-09-23","2026-03-12","8:00","https://i.ytimg.com/vi/RkiioDlZpPY/hqdefault.jpg"
"DqP5eChiYyI","Tirons Kahone","Olsi Bylyku - Topic","2026-09-23","2026-03-30","2:28","https://i.ytimg.com/vi/DqP5eChiYyI/hqdefault.jpg"
"5mv42mygjt0","Agora (Mamba Skar Edit)","Mood Child","2026-09-23","2026-01-02","6:04","https://i.ytimg.com/vi/5mv42mygjt0/hqdefault.jpg"
"biVpgiyDt0E","Blackchild & Paco Osuna - Elektrika Salsa (Original Mix)","Mindshake Records","2026-09-23","2023-06-23","6:49","https://i.ytimg.com/vi/biVpgiyDt0E/hqdefault.jpg"
"KNbJ8hW0vLc","Merissa Mahilaa - Baby I'm (Radio Edit)","Mindshake Records","2026-09-23","2026-03-27","4:01","https://i.ytimg.com/vi/KNbJ8hW0vLc/hqdefault.jpg"
"MlCTbMOQVfg","Amazing","INNA - Topic","2026-09-23","2019-02-05","3:28","https://i.ytimg.com/vi/MlCTbMOQVfg/hqdefault.jpg"
"vsWFsuZvI1E","New Religion","Bebe Rexha - Topic","2026-09-23","2026-03-06","2:55","https://i.ytimg.com/vi/vsWFsuZvI1E/hqdefault.jpg"
"xA-QRIKyGWg","My Love","Gerta Heta - Topic","2026-09-23","2025-12-16","3:58","https://i.ytimg.com/vi/xA-QRIKyGWg/hqdefault.jpg"
"MBnnWS1zcZI","New Religion","Bebe Rexha - Topic","2026-09-23","2026-06-11","2:55","https://i.ytimg.com/vi/MBnnWS1zcZI/hqdefault.jpg"
"-5VOvWo4ybM","Dobrini","Preslava - Topic","2026-09-23","2026-04-07","3:34","https://i.ytimg.com/vi/-5VOvWo4ybM/hqdefault.jpg"
"hzOQPy05EAY","On The Wings Of Love","Jeffrey Osborne - Topic","2026-09-23","2018-09-04","4:02","https://i.ytimg.com/vi/hzOQPy05EAY/hqdefault.jpg"
"KPcTubfZaVk","New Religion","Bebe Rexha - Topic","2026-09-23","2026-03-06","2:55","https://i.ytimg.com/vi/KPcTubfZaVk/hqdefault.jpg"
"gybUn8Ps6KE","Look Thru My Eyes","DMX - Topic","2026-09-23","2019-03-14","3:51","https://i.ytimg.com/vi/gybUn8Ps6KE/hqdefault.jpg"
"NpNiFg3-EcY","Голямата любов","Sofi Marinova - Topic","2026-09-23","2021-03-05","3:55","https://i.ytimg.com/vi/NpNiFg3-EcY/hqdefault.jpg"
"NxxjLD2pmlk","Feel Good Inc.","Gorillaz - Topic","2026-09-23","2015-08-07","3:43","https://i.ytimg.com/vi/NxxjLD2pmlk/hqdefault.jpg"
"HC0wWmbFaEQ","Nenormalna","Djena - Topic","2026-09-23","2026-04-14","2:49","https://i.ytimg.com/vi/HC0wWmbFaEQ/hqdefault.jpg"
"eg66dQ1AIMM","По тебе полудях","Sofi Marinova - Topic","2026-09-23","2021-03-05","3:39","https://i.ytimg.com/vi/eg66dQ1AIMM/hqdefault.jpg"
"sWohID4_eZ8","Sickick - Epic Sean Paul Mashup (Live)","SickickMusic","2026-09-23","2017-09-02","3:29","https://i.ytimg.com/vi/sWohID4_eZ8/hqdefault.jpg"
"9DJ_MG0nkEc","Sickick - Rollin x Rollin x Rollin (Masked Wolf Remix)","SickickMusic","2026-09-23","2021-04-29","2:01","https://i.ytimg.com/vi/9DJ_MG0nkEc/hqdefault.jpg"
"V_HtJL_7vCo","Dobre li si","Galena - Topic","2026-09-23","2026-03-26","3:58","https://i.ytimg.com/vi/V_HtJL_7vCo/hqdefault.jpg"
"nJvEjCFaHPo","Dasma Shkodrane","Klodian Kojashi Poezi - Topic","2026-09-23","2025-05-22","3:50","https://i.ytimg.com/vi/nJvEjCFaHPo/hqdefault.jpg"
"c9GTY1uojiA","ZADRIMORE","Klodian Kojashi Poezi - Topic","2026-09-23","2026-02-18","3:27","https://i.ytimg.com/vi/c9GTY1uojiA/hqdefault.jpg"
"e8BkvcdGMQ8","Kradets na vreme","Preslava - Topic","2026-09-23","2026-04-17","4:07","https://i.ytimg.com/vi/e8BkvcdGMQ8/hqdefault.jpg"
"B29koyfK91I","Roland Çukaj • Nje gote raki","Marku Production - Topic","2026-09-23","2026-02-06","3:51","https://i.ytimg.com/vi/B29koyfK91I/hqdefault.jpg"
"NpmiWCyIfBo","Up","Cardi B - Topic","2026-09-23","2026-02-03","2:37","https://i.ytimg.com/vi/NpmiWCyIfBo/hqdefault.jpg"
"CPETPGPVW8s","Juicy","Doja Cat - Topic","2026-09-23","2019-11-06","3:24","https://i.ytimg.com/vi/CPETPGPVW8s/hqdefault.jpg"
"NC_o71XH-Ks","Hold On Tight (Extended Mix)","Quintino - Topic","2026-09-23","2023-04-20","3:40","https://i.ytimg.com/vi/NC_o71XH-Ks/hqdefault.jpg"
"Hm-xUdAnlus","█▬█⓿▀█▀ BATE SA feat. SantaFlow and Norykko - Sofia Madrid (Official)","sasho777","2026-09-23","2010-11-11","3:52","https://i.ytimg.com/vi/Hm-xUdAnlus/hqdefault.jpg"
"Y6Lsr_z4hN0","The Ketchup Song (Aserejé)","Las Ketchup - Topic","2026-09-23","2018-06-07","3:31","https://i.ytimg.com/vi/Y6Lsr_z4hN0/hqdefault.jpg"
"F7HZxYd_88c","El talismán","Rosana - Topic","2026-09-23","2016-07-13","3:40","https://i.ytimg.com/vi/F7HZxYd_88c/hqdefault.jpg"
"q_Siih2P9tA","Turn The Lights Off (Album Version)","KATO - Topic","2026-09-23","2017-07-22","2:58","https://i.ytimg.com/vi/q_Siih2P9tA/hqdefault.jpg"
"MtAKbU6uzvA","Trinity","Hayit Murat - Topic","2026-09-23","2025-06-17","3:08","https://i.ytimg.com/vi/MtAKbU6uzvA/hqdefault.jpg"
"j2R6uT7uLFg","Last Resort","Papa Roach - Topic","2026-09-23","2019-01-24","3:20","https://i.ytimg.com/vi/j2R6uT7uLFg/hqdefault.jpg"
"mbb07Ay0Z6s","Si Zog Shqipe","MagNeti - Topic","2026-09-23","2025-11-27","3:34","https://i.ytimg.com/vi/mbb07Ay0Z6s/hqdefault.jpg"
"8Bb77PBLJLo","Si të shitesh kan me t'ble","Blerina Dibra - Topic","2026-09-23","2025-06-17","3:43","https://i.ytimg.com/vi/8Bb77PBLJLo/hqdefault.jpg"
"qzlcex7GZUU","1ère fois","Imen Es - Topic","2026-09-23","2026-05-01","2:56","https://i.ytimg.com/vi/qzlcex7GZUU/hqdefault.jpg"
"n--Fgsl35EQ","Ghetto","Akon - Topic","2026-09-23","2018-12-15","3:56","https://i.ytimg.com/vi/n--Fgsl35EQ/hqdefault.jpg"
"2djj_KnGwjk","Gasolina","Daddy Yankee - Topic","2026-09-23","2025-01-07","3:13","https://i.ytimg.com/vi/2djj_KnGwjk/hqdefault.jpg"
"x2kMP66CbxE","Familiyata ti","Djena - Topic","2026-09-23","2026-04-09","3:06","https://i.ytimg.com/vi/x2kMP66CbxE/hqdefault.jpg"
